Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references
1140.0,"Koutammakou, the Land of the Batammariba","Benin,Togo",skipped; bp,,,,,,,,,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1413.0,Bergpark Wilhelmshöhe,Germany,skipped; bvvhp,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1310.0,"Cidade Velha, Historic Centre of Ribeira Grande",Cabo Verde,skipped; bvvvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1256.0,"Bordeaux, Port of the Moon",France,skipped; bvvvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1276.0,Rhaetian Railway in the Albula / Bernina Landscapes,"Italy,Switzerland",skipped;,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1689.0,Hopewell Ceremonial Earthworks,United States of America,skipped,,,,,,,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
570.0,Butrint,Albania,skipped; bvvhp,,,,,,,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
669.0,Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,Spain,skipped; bvvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
78.0,Independence Hall,United States of America,skipped,,,,,,,,,"(vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
697.0,"Jelling Mounds, Runic Stones and Church",Denmark,skipped; bvvvhp,,,,,,,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
79.0,Paphos,Cyprus,skippped; bvvhp,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
840.0,Viñales Valley,Cuba,"Colonial architecture, Vernacular architecture",Internal (DS/OUV),,Colonised at the beginning of the 19th century,Internal (DS/OUV),,"Multi-ethnic / Multi-cultural society (Synthesis of indigenous peoples, Spanish conquerors, and African slaves)",Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Karst / Limestone mogotes,Internal (DS/OUV),,,,,Sierra de los Organos,Internal (DS/OUV),,,,,,,,,,,,,,,,,Local and natural materials,Internal (DS/OUV),,,,,"Homes, family farms, tobacco drying barns / sheds, single-storey wooden houses",Internal (DS/OUV),,,,,Vernacular / Wood construction,Internal (DS/OUV),,Karst weathering / Hurricanes / Natural disasters,Internal (DS/OUV),,,,,,,,Good,,,Yes,
1453.0,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,"Settlement structures, artificial mounds, paved areas, burial sites, linear arrangements, stone spheres, residential areas, subordinate/principal centres",Internal (DS/OUV),,AD 500–1500 (Precolumbian period),Internal (DS/OUV),,Precolumbian hierarchical chiefdom societies (Diquís Delta chiefdoms),Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,Limestone (specifically noted at Grijalba-2 site; Stone Spheres,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mounds, paved areas, residential areas, subordinate centre structures, linear arrangements",Internal (DS/OUV),,"Stone spheres (placed in original positions, linear arrangements, or residential areas as artistic/symbolic/power markers)",Internal (DS/OUV),,Spherical stone crafting/sculpting (0.7 m to 2.57 m diameter); paved areas,Internal (DS/OUV),,,,,,,,Reburied excavation pits following recording; re-presentation/indication needed for relocated spheres,Internal (DS/OUV),,Moderate,,,Yes,
1282.0,Decorated Farmhouses of Hälsingland,Sweden,skipped,,,,,,,,,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1343.0,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",United Arab Emirates,skipped; bvvvhp,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1272.0,São Francisco Square in the Town of São Cristóvão,Brazil,skipped; photographs absent,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1112.0,Kaiping Diaolou and Villages,China,skipped; bp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1469.0,The par force hunting landscape in North Zealand,Denmark,skipped; bp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
624.0,Town of Bamberg,Germany,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1721.0,Umm Al-Jimāl,Jordan,"Rural settlement, domestic and religious architecture, Roman military buildings re-purposed",Internal (DS/OUV),,5th century CE to end of 8th century CE (earliest structures date to 1st century CE),Internal (DS/OUV),,"Nabataean, Roman, Byzantine, Early Islamic, Hauranian",Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Basalt,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,basalt,Internal (DS/OUV),,,,,Hauran basaltic plateau,Internal (DS/OUV),,,,,,,,,,,,,,Jordan,Internal (DS/OUV),,Local (Hauran basaltic plateau),Internal (DS/OUV),,,,,"Multi-storey houses, courtyards, churches, military buildings, town wall, reservoirs/water channels",Internal (DS/OUV),,Capitals,Internal (DS/OUV),,Hauranian building styles and designs (dry/basaltic masonry),Internal (DS/OUV),,,,,,,,"Minimal restoration; Mostly consolidation, limited anastylosis, reconstruction of House 119",Internal (DS/OUV),,Good,,,Yes,
175.0,Medici Villas and Gardens in Tuscany,Italy,skipped; bp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1449.0,Tomioka Silk Mill and Related Sites,Japan,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
243.0,Ellora Caves,India,"Rock-cut architecture (Viharas/Monasteries, Chaityagriha/Sanctuary, and Monolithic Temples)",Internal (DS/OUV),,"5th century to 12th century A.D. (Three phases: Buddhist 5th–8th c., Brahmanical 7th–10th c., Jaina 9th–12th c.)",Internal (DS/OUV),,"Ancient India (Buddhism, Brahmanism/Hinduism, and Jainism)",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Basalt,,,Igneous Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct in-situ rock excavation (Charanandri Hills / Basalt Cliff),Internal (DS/OUV),,India,Internal (DS/OUV),,Local (in-situ monolithic excavation),Internal (DS/OUV),,,,,"Excavated sanctuaries, pillared halls (mandapas), rock-cut monolithic temples, monasteries (viharas)",Internal (DS/OUV),,"Sculptured compositions, high plastic quality relief carvings, and ceiling paintings",Internal (DS/OUV),,Rock-cut monolithic excavation (dug directly into the cliff side),Internal (DS/OUV),,Seepage and cracking in the caves,Internal (DS/OUV),,,,,"Comprehensive Conservation Management Plan implementation, condition survey",Internal (DS/OUV),,Good,,,Yes,
244.0,Elephanta Caves,India,skipped; bvvvvvhp,,,,,,,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1698.0,Sado Island Gold Mines,Japan,na,Internal (DS/OUV),,Edo period (1603–1868),Internal (DS/OUV),,Tokugawa Shogunate / Japan,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Gold and silver deposits / placer deposits / ore veins,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,,,,,,,Hydrothermal vein formation / Placer deposits,Internal (DS/OUV),,,,,,,,"Gold, Silver",Internal (DS/OUV),,"Nishimikawa Placer Gold Mine, Aikawa-Tsurushi Gold and Silver Mine, Tsurushi Silver Mine",Internal (DS/OUV),,Japan,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Terrace, Waterways, Headraces, Tunnels, Post-holes",Internal (DS/OUV),,,,,Unmechanised mining/processing structures,Internal (DS/OUV),,Weathering of volcanic rock,Internal (DS/OUV),,,,,Managed and preserved under national legal frameworks,Internal (DS/OUV),,Good,,,Yes,
1718.0,Frontiers of the Roman Empire – Dacia,Romania,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1523.0,Churches of the Pskov School of Architecture,Russian Federation,skipped; bp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1338.0,"The Jantar Mantar, Jaipur",India,skipped; bvvvvvhp,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
278.0,Babylon,Iraq,skipped; bvvvhp,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
299.0,Tyre,Lebanon,skipped; bvvvvvhp,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
739.0,Schokland and Surroundings,Netherlands (Kingdom of the),skipped,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1370.0,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Israel,"Underground chambers / artificial cave complexes (cisterns, oil presses, baths, columbaria, stables, hideaways, tombs, places of worship)",Internal (DS/OUV),,"8th century BCE (Iron Age) to the Crusades (spanning ~2,000 years)",Internal (DS/OUV),,"Judean / Hellenistic, Roman, Byzantine, and Crusader cultures",Internal (DS/OUV),,,Internal (DS/OUV),,Chalk,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Thick and homogeneous soft chalk,Internal (DS/OUV),,Lower Judea formation (Sub-strata),Internal (DS/OUV),,,,,,,,"Homogeneous, soft",Internal (DS/OUV),,,,,Excavated / quarried directly in-situ underneath the ancient towns,Internal (DS/OUV),,Israel,Internal (DS/OUV),,Local (Subsurface bedrock),Internal (DS/OUV),,,,,"Subterranean chamber walls, vaulted arches, supporting pillars, underground channels",Internal (DS/OUV),,,,,Rock-cut / Hand-carved underground excavation,Internal (DS/OUV),,Risk of water infiltration leading to potential vault collapse; rock instability,Internal (DS/OUV),,,,,"Policy of low-key restoration, avoiding over-interpretation/reconstruction; technical consolidation of cave walls and vaults",Internal (DS/OUV),,Excellent,,,Yes,
1207.0,<i>Aflaj</i> Irrigation Systems of Oman,Oman,skipped; bvvvvhp,,,,,,,,,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1222.0,Bisotun,Iran (Islamic Republic of),Relief / Inscription / Monumental bas-relief,Internal (DS/OUV),,521 BC (Achaemenid Period),Internal (DS/OUV),,Achaemenid (Persian Empire),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Iran (Islamic Republic of),Internal (DS/OUV),,Local (carved into Mt. Bisotun cliff),Internal (DS/OUV),,,,,Mountain cliff face / Monumental Inscription,Internal (DS/OUV),,Bas-relief carving,Internal (DS/OUV),,Rock-relief carving / Cuneiform incision,Internal (DS/OUV),,"Erosion, Water infiltration behind the bas-relief",Internal (DS/OUV),,Emergency actions taken to counteract water infiltration effects,Internal (DS/OUV),,Threatened by water infiltration,Internal (DS/OUV),,Moderate,,,Yes,
1262.0,Armenian Monastic Ensembles of Iran,Iran (Islamic Republic of),skipped; bvvvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1346.0,Tabriz Historic Bazaar Complex,Iran (Islamic Republic of),skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1624.0,Chankillo Archaeoastronomical Complex,Peru,skipped; bhp,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1063.0,Tokaj Wine Region Historic Cultural Landscape,Hungary,"Wine Cellars (vaulted & excavated), Terraces, Built Stone Walls, Hedges, Historic Villages/Towns, Churches",Internal (DS/OUV),,"Since 1110 (e.g., Cellar of King Kalman in Tarcal); Documented history from 1561",Internal (DS/OUV),,"Hungarian / Viticultural Tradition (survived over 1,000 years)",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Volcanic Rock,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,"Volcanic Rocks (volcanic slopes, volcanic rocks into which cellars are carved)",Internal (DS/OUV),,,,,Zemplén Mountains foothills,Internal (DS/OUV),,,,,,,,,,,NA (Mines/quarries mentioned generally under threats),Internal (DS/OUV),,Hungary,Internal (DS/OUV),,Local (excavated directly into local volcanic rocks),Internal (DS/OUV),,,,,"Wine cellar excavation/vaulting, terraces, built stone walls, base structures",Internal (DS/OUV),,,,,"Built stone walls, hand-carved underground cellars, vaulted and excavated cellars",Internal (DS/OUV),,"Disappearance of wetlands, impact of mines/quarries, climate change threats",Internal (DS/OUV),,,,,Restoration in conformity with the Venice Charter over the past half-century,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,
352.0,Rock Art of Alta,Norway,cave art,Internal (DS/OUV),,c. 5000 B.C. to c. A.D. 0 (Year 0) / c. 4200 to 500 B.C.,Internal (DS/OUV),,Prehistoric Hunter-Gatherers / Circumpolar Prehistoric Societies,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"Sandstone,",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Red Slate, Slate; Quartz-rich Sandstone, Red Ochre Clay (pigment)",Internal (DS/OUV),,,,,"Quartz-rich Sandstone, Slates",Internal (DS/OUV),,,,,Post-glacial raised shoreline / Bedrock panels,Internal (DS/OUV),,Red (Slate & Ochre pigment),Internal (DS/OUV),,"Very hard, fine-grained",Internal (DS/OUV),,Quartz,Internal (DS/OUV),,In situ bedrock (No quarrying; carved directly into bedrock panels and loose boulders),Internal (DS/OUV),,Norway,Internal (DS/OUV),,Local (In situ bedrock),Internal (DS/OUV),,,,,Substrate / Canvas (Petroglyphs and rock paintings inscribed onto rock faces/slabs),Internal (DS/OUV),,"Engravings, Chiselled petroglyphs, Painted rock art",Internal (DS/OUV),,Chiselling / Hammering / Painting with red ochre clay and animal fat,Internal (DS/OUV),,"Natural erosion, vegetation, frost weathering, cracking, lichen growth",Internal (DS/OUV),,,,,Lichen removal/cleaning techniques; Red paint repainting on carved tracks for visitor visibility,Internal (DS/OUV),,Good,,,Yes,
930.0,Palmeral of Elche,Spain,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1225.0,Ruins of Loropéni,Burkina Faso,Fortress / Walled Settlement / Monument,Internal (DS/OUV),,≥ 11th century AD (apogee 14th–17th centuries),Internal (DS/OUV),,Lohron or Koulango peoples,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"Laterite, Laterite stone",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perimeter walls (up to 6 metres in height),Internal (DS/OUV),,,,,,,,,,,,,,,,,Poor,,,Yes,
1397.0,Masjed-e Jāmé of Isfahan,Iran (Islamic Republic of),skipped; bvvvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1675.0,Silk Roads: Zarafshan-Karakum Corridor,"Tajikistan,Turkmenistan,Uzbekistan",skipped; bhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1199.0,Kunya-Urgench,Turkmenistan,skipped; but highly possible,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
